filename,L(m),W(m),xFeed(m),yFeed(m),Gmax_dBi,S11_dB,InputResistance_ohm,InputReactance_ohm
ant_2494.png,2.95E-02,4.44E-02,9.37E-03,1.25E-03,5.1257,-3.0199,21.4735,58.8388
ant_2495.png,2.88E-02,2.82E-02,-1.91E-03,-1.47E-03,4.186,-0.6591,5.6625,70.3204
ant_2496.png,2.91E-02,3.57E-02,1.20E-03,1.08E-03,-0.0309,-0.2881,3.1575,83.7541
ant_2497.png,2.77E-02,3.63E-02,4.84E-03,7.70E-04,5.2321,-2.5734,17.2878,56.6203
ant_2498.png,3.02E-02,4.55E-02,-1.34E-02,2.52E-03,5.0179,-3.7137,25.0147,55.4725
ant_2499.png,2.93E-02,3.37E-02,-8.93E-03,-2.12E-04,5.4548,-5.158,19.6551,28.3507
ant_2500.png,3.09E-02,4.95E-02,-6.56E-03,-2.62E-03,2.7166,-1.2535,24.4287,118.0991
ant_2501.png,2.77E-02,4.16E-02,1.82E-03,-2.36E-03,1.9895,-0.5021,6.0929,89.5259
ant_2502.png,2.87E-02,4.38E-02,-1.23E-02,2.45E-03,5.4412,-7.1014,32.0853,35.1101
ant_2503.png,2.78E-02,4.11E-02,1.66E-03,-2.23E-03,1.6571,-0.4566,5.4529,88.6148
ant_2504.png,2.80E-02,4.30E-02,4.25E-03,-1.02E-03,4.4171,-1.3048,14.5455,83.9273
ant_2505.png,2.84E-02,3.76E-02,1.24E-02,6.37E-04,5.5665,-12.9083,33.2044,8.7285
ant_2506.png,3.00E-02,3.84E-02,4.92E-03,4.10E-04,4.3615,-0.9758,8.6025,71.5247
ant_2507.png,3.07E-02,4.05E-02,-1.31E-02,-4.43E-05,5.392,-3.8528,18.1656,39.1208
ant_2508.png,2.86E-02,3.50E-02,8.73E-03,-1.36E-03,5.4886,-6.671,24.4958,26.3279
ant_2509.png,2.80E-02,4.44E-02,1.05E-02,2.44E-03,5.4668,-7.2485,36.3924,38.7911
ant_2510.png,2.85E-02,3.54E-02,9.06E-03,1.56E-03,5.5028,-7.4085,25.911,23.8692
ant_2511.png,2.78E-02,3.40E-02,4.52E-03,9.72E-04,5.2005,-2.3204,15.7615,57.3688
ant_2512.png,2.81E-02,3.66E-02,8.54E-03,7.79E-04,5.5213,-7.7265,28.1438,25.794
ant_2513.png,2.81E-02,3.65E-02,-2.42E-03,-1.56E-03,3.7972,-0.6749,6.3821,75.4255
ant_2514.png,2.90E-02,4.13E-02,-9.55E-03,2.19E-03,5.3888,-4.6344,23.0663,41.1547
ant_2515.png,3.12E-02,4.05E-02,6.51E-03,-1.09E-03,4.3492,-1.0648,9.2722,70.8182
ant_2516.png,2.79E-02,3.58E-02,6.40E-03,6.54E-04,5.4163,-4.4431,23.2906,43.6011
ant_2517.png,2.80E-02,4.48E-02,8.92E-03,-4.99E-04,5.3754,-4.8226,32.171,53.3178
ant_2518.png,2.76E-02,2.62E-02,1.13E-02,3.53E-04,5.3678,-9.2779,61.9963,-38.9405
ant_2519.png,2.71E-02,3.89E-02,-1.10E-02,-1.21E-03,5.603,-29.1368,51.0388,3.3747
ant_2520.png,3.06E-02,4.88E-02,6.44E-03,2.22E-03,2.7249,-1.2106,21.8233,113.06
ant_2521.png,2.66E-02,2.55E-02,-1.54E-03,-9.58E-04,4.8804,-1.2366,10.8133,70.921
ant_2522.png,2.72E-02,3.05E-02,-9.89E-03,-1.80E-03,5.4631,-15.635,55.2311,-16.8199
ant_2523.png,2.81E-02,3.54E-02,-1.62E-03,1.26E-03,2.3936,-0.4104,4.2244,80.1874
ant_2524.png,2.90E-02,3.60E-02,-2.68E-03,-1.84E-03,3.4883,-0.5641,5.4306,76.4508
ant_2525.png,2.87E-02,3.96E-02,-6.11E-03,-9.06E-04,5.1258,-2.1841,15.6838,60.1839
ant_2526.png,2.70E-02,2.95E-02,5.63E-03,9.18E-04,5.3964,-8.8325,39.4197,32.7858
ant_2527.png,2.70E-02,3.52E-02,1.06E-02,1.18E-03,5.5571,-21.1528,57.025,-6.2278
ant_2528.png,2.68E-02,2.68E-02,-1.03E-02,1.35E-03,5.3751,-7.7097,94.8719,-43.0992
ant_2529.png,2.51E-02,2.65E-02,9.67E-03,5.13E-04,5.3205,-4.0934,209.0038,37.4443
ant_2530.png,2.72E-02,2.61E-02,-1.01E-02,-1.18E-03,5.3607,-8.7397,75.4822,-40.9871
ant_2531.png,2.81E-02,4.76E-02,-5.42E-03,-2.29E-04,4.0037,-1.5796,23.8518,100.9491
ant_2532.png,2.81E-02,4.86E-02,1.21E-02,1.64E-04,5.2575,-5.7435,46.3621,57.924
ant_2533.png,2.82E-02,4.22E-02,5.55E-03,6.63E-04,4.9415,-1.9418,17.3021,71.1953
ant_2534.png,2.80E-02,5.00E-02,-6.16E-03,2.24E-03,3.7026,-1.8806,35.4666,113.4814
ant_2535.png,2.83E-02,2.90E-02,-1.27E-02,-1.45E-03,5.4192,-11.9662,41.8294,-22.3908
ant_2536.png,3.16E-02,4.95E-02,1.01E-02,-5.49E-04,3.1444,-1.5953,25.7785,105.0184
ant_2537.png,2.84E-02,5.02E-02,5.79E-03,-6.31E-04,2.8364,-1.5103,34.938,128.7406
ant_2538.png,2.73E-02,2.69E-02,-1.35E-03,-1.06E-03,4.4224,-0.7845,6.7992,70.7266
ant_2539.png,2.99E-02,3.69E-02,1.00E-02,-2.16E-03,5.4048,-4.3916,17.6693,31.2305
ant_2540.png,2.88E-02,3.85E-02,1.17E-02,-1.96E-03,5.5296,-8.7818,27.861,18.9751
ant_2541.png,2.99E-02,3.66E-02,1.25E-02,1.96E-03,5.4506,-6.1132,20.3487,20.9644
ant_2542.png,2.51E-02,2.61E-02,-1.79E-03,-7.61E-04,4.9602,-1.2309,11.7585,75.5968
ant_2543.png,2.84E-02,3.53E-02,1.57E-03,-1.53E-03,2.0647,-0.3824,3.9458,80.3266
ant_2544.png,2.48E-02,3.02E-02,-1.07E-02,7.14E-04,5.3941,-4.3311,204.6785,1.2065
ant_2545.png,3.03E-02,4.52E-02,1.08E-02,-1.23E-03,4.9757,-2.7669,20.8656,61.9268
ant_2546.png,2.96E-02,3.45E-02,1.04E-02,1.25E-03,5.4703,-5.6933,19.8739,23.6506
ant_2547.png,2.86E-02,3.58E-02,-3.62E-03,1.65E-03,4.5491,-0.9982,8.597,70.2841
ant_2548.png,2.99E-02,3.63E-02,-9.84E-03,1.70E-03,5.4108,-4.4075,17.8353,31.5176
ant_2549.png,3.07E-02,4.36E-02,1.10E-02,2.04E-04,5.1333,-2.6203,17.3865,55.9891
ant_2550.png,2.51E-02,2.99E-02,8.83E-03,-8.11E-04,5.4001,-5.3018,161.2129,33.5113
ant_2551.png,2.53E-02,2.44E-02,2.34E-03,-8.58E-04,5.0673,-1.7205,17.7299,79.0772
ant_2552.png,2.69E-02,3.55E-02,-8.17E-03,-1.34E-03,5.5421,-16.7037,49.6914,14.7253
ant_2553.png,3.16E-02,4.61E-02,-1.85E-03,1.35E-03,0.0047,-0.4883,9.6574,120.8424
ant_2554.png,2.70E-02,2.98E-02,9.31E-03,4.99E-04,5.452,-14.7045,66.2775,-14.123
ant_2555.png,2.67E-02,3.38E-02,1.45E-03,-1.69E-03,3.8417,-0.5796,5.4849,75.5071
ant_2556.png,2.87E-02,2.76E-02,6.88E-03,5.73E-04,5.3503,-6.343,23.3361,26.4544
ant_2557.png,2.73E-02,3.38E-02,1.18E-02,-2.45E-04,5.5305,-16.507,53.9867,-15.1973
ant_2558.png,2.57E-02,2.87E-02,-4.29E-03,-1.20E-03,5.3271,-5.6174,51.4673,62.3618
ant_2559.png,2.91E-02,3.82E-02,-9.26E-03,1.80E-03,5.4486,-4.964,21.0669,33.6933
ant_2560.png,2.92E-02,3.62E-02,1.00E-02,1.33E-03,5.4936,-6.1892,21.7279,24.012
ant_2561.png,3.12E-02,4.53E-02,1.35E-02,-2.38E-03,4.7681,-2.8374,21.2097,61.4178
ant_2562.png,3.10E-02,4.37E-02,1.18E-02,6.24E-04,5.1108,-2.6379,17.3556,55.5717
ant_2563.png,2.93E-02,3.78E-02,-4.15E-03,-1.68E-03,4.3405,-0.9451,8.3199,71.4676
ant_2564.png,3.07E-02,4.80E-02,-3.76E-03,-1.64E-03,0.9689,-0.732,14.938,122.6501
ant_2565.png,2.89E-02,3.59E-02,9.50E-03,1.24E-03,5.4933,-6.2066,22.8154,26.4228
ant_2566.png,2.71E-02,3.84E-02,9.65E-03,-4.69E-04,5.5915,-17.9272,47.5983,12.2545
ant_2567.png,2.85E-02,2.88E-02,1.16E-02,-6.29E-04,5.4271,-13.426,38.0984,-14.8673
ant_2568.png,2.67E-02,2.64E-02,2.83E-03,-1.33E-03,5.1932,-3.3349,25.1393,61.1089
ant_2569.png,2.76E-02,3.81E-02,9.51E-03,1.73E-03,5.5653,-12.761,38.1505,16.9184
ant_2570.png,2.71E-02,2.90E-02,-6.17E-03,1.02E-03,5.4038,-11.7317,43.9129,24.3889
ant_2571.png,2.70E-02,3.66E-02,1.04E-02,-1.48E-03,5.5748,-25.6951,54.7687,-2.6181
ant_2572.png,3.08E-02,4.86E-02,-1.18E-02,-2.48E-05,4.286,-2.3389,29.5942,88.7629
ant_2573.png,2.80E-02,4.28E-02,5.66E-03,1.55E-03,4.9881,-2.1591,19.2078,70.8291
ant_2574.png,2.83E-02,4.20E-02,4.18E-03,1.01E-03,4.3451,-1.1664,12.3917,81.4229
ant_2575.png,2.85E-02,4.93E-02,-2.15E-03,-2.13E-03,0.3494,-0.7189,18.5161,139.9324
ant_2576.png,2.74E-02,2.59E-02,9.62E-03,-5.10E-04,5.3654,-11.2665,67.36,-28.0411
ant_2577.png,2.57E-02,2.70E-02,-8.05E-03,-1.14E-03,5.354,-6.4018,140.4103,12.8984
ant_2578.png,2.89E-02,3.66E-02,1.03E-02,-1.00E-03,5.5219,-7.439,24.5541,20.809
ant_2579.png,2.85E-02,2.80E-02,-1.26E-02,1.31E-05,5.3976,-11.6008,37.8934,-20.4108
ant_2580.png,3.04E-02,5.02E-02,-4.57E-03,-1.50E-03,1.0468,-0.972,26.8426,144.4489
ant_2581.png,2.68E-02,2.62E-02,2.91E-03,4.09E-04,5.1441,-2.7404,20.4724,61.5109
ant_2582.png,2.82E-02,3.90E-02,8.58E-03,6.50E-04,5.5052,-6.1302,26.8886,34.6317
ant_2583.png,2.75E-02,3.66E-02,-8.61E-03,-1.39E-05,5.5517,-12.2678,38.0118,18.3226
ant_2584.png,3.00E-02,4.62E-02,-4.11E-03,9.58E-04,1.8907,-0.7714,12.643,107.7688
ant_2585.png,2.80E-02,4.71E-02,8.52E-03,1.77E-04,5.108,-3.7461,34.5308,69.3138
ant_2586.png,2.85E-02,3.73E-02,3.62E-03,1.90E-03,4.4577,-1.0074,8.7998,71.0199
ant_2587.png,3.13E-02,4.94E-02,-1.03E-02,-2.95E-03,4.0089,-2.0948,30.0707,96.4624
ant_2588.png,3.14E-02,4.77E-02,1.19E-02,-2.51E-03,4.3379,-2.2983,24.035,78.8464
ant_2589.png,2.87E-02,3.49E-02,-5.54E-03,2.05E-03,5.2061,-2.3488,14.5289,52.8408
ant_2590.png,2.73E-02,2.87E-02,-1.11E-02,-1.44E-03,5.4251,-10.8042,62.5824,-31.2412
ant_2591.png,2.61E-02,2.58E-02,1.94E-03,-5.01E-04,5.0167,-1.5764,13.9199,71.133
ant_2592.png,2.63E-02,2.86E-02,-1.12E-02,6.19E-04,5.4054,-6.8434,106.4719,-48.6264
ant_2593.png,2.50E-02,2.87E-02,-1.53E-03,6.29E-04,4.75,-0.8526,8.0516,75.2596
ant_2594.png,3.10E-02,4.39E-02,1.21E-02,-4.58E-04,5.1136,-2.6488,17.5282,55.835
ant_2595.png,2.77E-02,3.61E-02,-1.08E-02,3.87E-04,5.5635,-19.697,40.6248,0.4141
ant_2596.png,2.82E-02,4.24E-02,5.64E-03,-5.31E-04,4.9559,-1.9956,17.8554,71.3375
ant_2597.png,3.00E-02,3.66E-02,6.36E-03,1.59E-03,5.0269,-1.6937,10.8975,55.1419
ant_2598.png,2.94E-02,4.87E-02,-1.74E-03,-2.50E-03,0.259,-0.6286,14.7757,133.1682
ant_2599.png,2.87E-02,2.61E-02,-1.99E-03,1.21E-04,3.78,-0.5133,4.475,71.1446
ant_2600.png,2.59E-02,2.87E-02,2.34E-03,-5.13E-04,5.1142,-1.9314,17.1643,71.0736
ant_2601.png,2.62E-02,2.43E-02,-9.71E-03,3.30E-04,5.2906,-5.3525,149.3896,-49.1821
ant_2602.png,2.78E-02,4.25E-02,1.01E-02,1.13E-03,5.5479,-8.2848,35.9785,32.5209
ant_2603.png,3.02E-02,3.95E-02,-1.04E-02,-1.98E-03,5.3225,-3.5809,17.1053,39.8616
ant_2604.png,2.85E-02,4.46E-02,-9.61E-03,1.07E-03,5.3449,-4.7664,30.7946,52.1124
ant_2605.png,2.93E-02,3.51E-02,-1.08E-02,-1.18E-03,5.497,-7.1665,23.1921,19.5883
ant_2606.png,2.77E-02,3.80E-02,-2.28E-03,-5.18E-04,3.5799,-0.6527,6.7164,80.0629
ant_2607.png,2.95E-02,4.80E-02,-7.07E-03,1.54E-03,3.8442,-1.6256,22.9072,96.7339
ant_2608.png,2.96E-02,3.76E-02,6.31E-03,-2.24E-03,5.0658,-1.8846,12.1671,55.2028
ant_2609.png,2.74E-02,2.56E-02,-1.18E-02,-1.20E-03,5.3463,-7.5002,74.9977,-51.178
ant_2610.png,2.88E-02,2.71E-02,6.26E-03,-3.52E-04,5.309,-4.9698,20.7172,32.839
ant_2611.png,2.79E-02,4.16E-02,1.23E-03,-1.20E-03,0.1501,-0.3801,4.9886,94.2513
ant_2612.png,3.06E-02,4.20E-02,5.43E-03,-1.76E-03,3.8018,-0.919,9.6001,80.7181
ant_2613.png,2.83E-02,3.74E-02,8.69E-03,3.34E-04,5.5189,-7.0024,26.9859,28.5436
ant_2614.png,2.72E-02,2.82E-02,-1.28E-03,-7.69E-04,3.8893,-0.5418,4.8385,72.4084
ant_2615.png,2.88E-02,2.58E-02,1.13E-02,1.24E-03,5.3628,-12.2192,38.7462,-19.1808
ant_2616.png,2.70E-02,2.48E-02,6.27E-03,1.16E-03,5.3225,-14.6814,66.0229,14.4375
ant_2617.png,3.09E-02,4.51E-02,-2.97E-03,-2.66E-03,1.1046,-0.554,8.6776,105.1123
ant_2618.png,2.77E-02,2.69E-02,1.06E-02,-7.24E-04,5.3895,-11.6582,55.8195,-28.0007
ant_2619.png,2.96E-02,3.85E-02,-9.49E-03,-1.56E-03,5.404,-4.2542,19.4328,37.4468
ant_2620.png,2.83E-02,2.45E-02,-9.47E-03,6.71E-04,5.3353,-14.4819,46.0968,-18.0384
ant_2621.png,2.69E-02,3.60E-02,-3.08E-03,1.67E-03,4.9502,-1.5983,13.1897,67.6363
ant_2622.png,2.85E-02,3.44E-02,-1.18E-02,1.57E-03,5.5216,-13.1997,32.3312,3.5898
ant_2623.png,2.71E-02,2.77E-02,1.12E-02,-1.05E-03,5.3984,-8.34,78.7001,-43.3499
ant_2624.png,2.96E-02,4.48E-02,1.17E-02,-1.49E-03,5.2632,-4.146,25.1102,50.2363
ant_2625.png,2.82E-02,3.42E-02,-1.14E-02,7.51E-04,5.5289,-15.6018,35.7689,-0.0162
ant_2626.png,2.58E-02,2.46E-02,4.47E-03,1.06E-03,5.2499,-5.365,65.7343,71.7044
ant_2627.png,2.66E-02,3.66E-02,-5.97E-03,-1.19E-03,5.4868,-7.2939,38.7913,40.6529
ant_2628.png,2.69E-02,3.76E-02,-9.70E-03,-8.70E-04,5.5812,-27.1859,53.2143,3.1706
ant_2629.png,2.69E-02,2.91E-02,8.32E-03,-1.11E-03,5.4338,-16.1189,67.3044,-6.1477
ant_2630.png,2.71E-02,2.86E-02,-1.11E-02,-1.10E-03,5.4148,-9.34,67.0543,-38.419
ant_2631.png,3.03E-02,4.59E-02,-1.17E-02,2.02E-03,4.9118,-3.1863,25.2024,63.5648
ant_2632.png,2.67E-02,2.62E-02,-1.02E-02,6.96E-04,5.3531,-7.2516,96.427,-48.1491
ant_2633.png,2.75E-02,3.74E-02,-3.43E-03,-1.62E-03,4.8045,-1.3581,11.62,69.6944
ant_2634.png,2.89E-02,4.44E-02,-1.63E-03,-9.89E-04,0.0768,-0.4559,7.3724,107.2521
ant_2635.png,2.88E-02,3.58E-02,1.22E-02,-6.97E-04,5.5346,-10.1956,28.3716,11.4889
ant_2636.png,2.59E-02,2.67E-02,-1.09E-02,1.42E-03,5.3493,-4.9192,166.3633,-47.6821
ant_2637.png,2.68E-02,3.77E-02,8.84E-03,1.62E-03,5.5739,-17.2262,50.4535,13.95
ant_2638.png,2.89E-02,4.99E-02,-4.42E-03,5.21E-04,1.2349,-1.0541,26.4915,136.8723
ant_2639.png,2.90E-02,3.39E-02,-2.23E-03,-1.40E-03,3.1239,-0.4685,4.5204,76.6025
ant_2640.png,2.72E-02,3.37E-02,1.21E-03,-9.26E-04,2.5065,-0.3848,3.8321,78.3716
ant_2641.png,2.55E-02,2.96E-02,3.64E-03,8.82E-04,5.29,-3.981,37.8768,70.0009
ant_2642.png,2.90E-02,4.98E-02,1.23E-02,-4.64E-04,4.7088,-3.5647,40.381,79.0882
ant_2643.png,2.62E-02,2.50E-02,-9.60E-03,-4.06E-05,5.3073,-5.709,141.1608,-45.3608
ant_2644.png,2.93E-02,4.64E-02,-9.28E-03,-1.13E-03,4.8955,-2.7917,24.7087,69.5699
ant_2645.png,2.71E-02,3.84E-02,-8.41E-03,2.02E-03,5.5623,-12.0178,42.0265,22.361
ant_2646.png,2.88E-02,4.43E-02,1.04E-02,2.39E-03,5.3195,-4.8361,27.6089,46.8889
ant_2647.png,2.81E-02,2.91E-02,-5.58E-03,7.81E-04,5.327,-4.5776,21.7757,39.1577
ant_2648.png,2.62E-02,2.92E-02,9.48E-03,1.11E-03,5.4252,-8.1996,108.1776,-21.7827
ant_2649.png,2.96E-02,4.09E-02,-1.27E-02,-7.16E-04,5.4742,-5.5868,23.498,33.0386
ant_2650.png,2.91E-02,3.74E-02,-6.21E-03,-1.94E-03,5.1761,-2.2903,14.3034,53.3386
ant_2651.png,3.01E-02,4.77E-02,-3.10E-03,3.40E-04,0.2385,-0.6696,14.4202,126.6318
ant_2652.png,2.94E-02,4.30E-02,9.18E-03,-5.76E-04,5.2578,-3.1934,20.4098,53.6911
ant_2653.png,2.79E-02,3.50E-02,-1.18E-03,-1.60E-04,0.7977,-0.3174,3.3633,81.83
ant_2654.png,2.79E-02,3.60E-02,-1.05E-02,-1.23E-03,5.555,-16.0332,37.0634,4.7065
ant_2655.png,2.85E-02,3.53E-02,1.17E-02,7.76E-04,5.5415,-12.3192,31.5842,7.3645
ant_2656.png,2.84E-02,3.66E-02,-9.08E-03,1.60E-03,5.5161,-8.1724,27.9304,22.7314
ant_2657.png,2.72E-02,3.64E-02,1.14E-02,8.09E-04,5.5755,-24.0045,51.5645,-6.2234
ant_2658.png,2.66E-02,3.53E-02,8.82E-03,-2.05E-03,5.5482,-19.1737,60.4778,6.1897
ant_2659.png,2.83E-02,4.19E-02,1.08E-02,2.35E-03,5.5143,-7.7801,31.6077,30.4387
ant_2660.png,2.74E-02,2.83E-02,9.64E-03,-6.64E-04,5.4232,-14.312,60.241,-18.9393
ant_2661.png,2.92E-02,3.63E-02,-1.04E-02,1.84E-05,5.5072,-6.8047,23.0531,22.134
ant_2662.png,2.54E-02,2.73E-02,-7.77E-03,-5.96E-04,5.3377,-5.7074,150.8173,30.3048
ant_2663.png,3.01E-02,4.75E-02,-4.42E-03,1.84E-03,1.825,-0.8408,14.9079,112.8077
ant_2664.png,2.88E-02,3.70E-02,-5.52E-03,-1.17E-03,5.1058,-1.9901,13.5213,57.6319
ant_2665.png,2.89E-02,4.48E-02,1.19E-02,2.25E-03,5.3551,-5.6509,30.4639,43.5572
ant_2666.png,2.97E-02,3.50E-02,1.31E-02,-2.05E-03,5.454,-7.4944,22.6583,15.3015
ant_2667.png,2.95E-02,3.71E-02,-1.18E-02,7.51E-04,5.5081,-6.8184,22.7236,21.2104
ant_2668.png,2.86E-02,3.01E-02,-1.11E-02,7.36E-04,5.4528,-13.3707,33.1009,-5.8106
ant_2669.png,3.07E-02,4.35E-02,-5.54E-03,1.75E-03,3.5766,-0.9243,10.4716,85.2545
ant_2670.png,2.99E-02,3.86E-02,5.78E-03,4.47E-04,4.7585,-1.3199,10.4068,65.5176
ant_2671.png,2.67E-02,3.83E-02,-8.32E-03,1.60E-03,5.5704,-14.8269,50.8841,18.5882
ant_2672.png,2.94E-02,3.84E-02,1.21E-02,-1.48E-03,5.5039,-6.7849,23.5728,23.5002
ant_2673.png,2.75E-02,3.08E-02,-1.11E-02,-1.57E-03,5.4651,-13.0575,48.185,-22.3192
ant_2674.png,3.13E-02,4.29E-02,-4.71E-03,-1.42E-03,2.7084,-0.6871,8.4864,90.4386
ant_2675.png,2.69E-02,2.82E-02,3.97E-03,-7.39E-05,5.2859,-4.4558,28.7806,52.5896
ant_2676.png,2.64E-02,3.04E-02,9.00E-03,-1.76E-03,5.4544,-11.1142,85.6442,-12.8811
ant_2677.png,2.94E-02,3.78E-02,6.27E-03,1.14E-03,5.081,-1.9163,12.8611,57.0806
ant_2678.png,2.97E-02,4.52E-02,-1.03E-02,-1.91E-03,5.0421,-3.3412,24.982,60.725
ant_2679.png,2.90E-02,4.59E-02,1.97E-03,1.21E-03,0.2211,-0.5248,9.3664,113.7313
ant_2680.png,3.06E-02,4.46E-02,-1.13E-02,-1.21E-03,4.9866,-2.8236,21.0347,61.2745
ant_2681.png,3.14E-02,4.42E-02,1.18E-02,-2.34E-03,4.7595,-2.4859,17.6699,59.4088
ant_2682.png,2.80E-02,2.89E-02,-1.14E-02,-9.51E-04,5.4272,-12.4636,44.4683,-22.4513
ant_2683.png,3.01E-02,4.73E-02,-1.15E-02,6.71E-04,4.7917,-2.944,28.3875,73.4025
ant_2684.png,2.49E-02,2.91E-02,2.21E-03,-2.23E-04,5.0566,-1.3905,13.9609,78.1038
ant_2685.png,2.73E-02,3.57E-02,-1.11E-02,-1.99E-03,5.5563,-26.4113,48.1552,-4.3189
ant_2686.png,2.97E-02,4.09E-02,1.01E-02,6.91E-04,5.3721,-3.6678,18.9655,43.5368
ant_2687.png,2.67E-02,3.62E-02,-6.01E-03,-4.17E-04,5.4823,-7.4484,38.7081,39.6402
ant_2688.png,2.96E-02,3.84E-02,3.15E-03,-1.52E-03,3.1948,-0.5901,6.0484,79.8751
ant_2689.png,2.78E-02,2.48E-02,-4.29E-03,1.36E-03,5.2377,-4.7966,27.1631,46.5955
ant_2690.png,2.53E-02,2.60E-02,4.66E-03,1.09E-03,5.263,-4.6448,66.2647,81.6084
ant_2691.png,2.81E-02,3.80E-02,-4.81E-03,8.47E-04,5.0777,-1.9784,15.0278,63.1304
ant_2692.png,2.98E-02,3.48E-02,-9.54E-03,6.10E-04,5.4386,-4.2918,17.2799,31.2836
ant_2693.png,2.83E-02,3.49E-02,1.08E-02,-1.93E-03,5.5248,-12.3599,31.9123,8.1467
ant_2694.png,2.76E-02,3.46E-02,1.11E-02,-1.77E-03,5.5395,-22.3963,43.8022,-3.512
ant_2695.png,2.89E-02,3.54E-02,1.25E-02,-2.01E-03,5.5044,-10.3157,27.9867,9.4482
ant_2696.png,2.89E-02,4.80E-02,-4.84E-03,1.84E-03,2.8962,-1.1314,19.6761,110.9205
ant_2697.png,2.72E-02,3.43E-02,-1.15E-02,2.80E-04,5.5413,-17.2388,54.2254,-13.8166
ant_2698.png,3.11E-02,4.75E-02,1.36E-02,8.02E-04,4.6515,-2.4376,23.0639,73.4914
ant_2699.png,2.75E-02,3.85E-02,-5.66E-03,1.62E-03,5.351,-3.5732,22.7338,53.0823
ant_2700.png,2.67E-02,3.56E-02,1.12E-02,-1.04E-03,5.5618,-14.3774,68.8804,-12.8595
ant_2701.png,2.62E-02,2.74E-02,-1.03E-02,1.32E-03,5.3751,-6.235,129.2342,-42.343
ant_2702.png,2.94E-02,4.10E-02,8.81E-03,3.16E-04,5.3267,-3.2914,19.0155,48.9338
ant_2703.png,2.77E-02,3.89E-02,1.68E-03,-1.80E-03,2.2425,-0.4672,5.1403,83.9054
ant_2704.png,2.91E-02,3.67E-02,-9.13E-03,1.89E-03,5.4649,-5.4964,21.3526,29.2784
ant_2705.png,3.00E-02,4.46E-02,-1.24E-02,5.60E-04,5.2488,-3.7072,23.3265,52.4324
ant_2706.png,3.07E-02,3.92E-02,-3.59E-03,1.84E-03,2.8591,-0.5575,5.9068,81.7336
ant_2707.png,2.83E-02,5.00E-02,9.57E-03,2.05E-04,4.5361,-3.1658,43.2418,89.5265
ant_2708.png,2.79E-02,3.47E-02,-8.65E-03,-1.63E-03,5.5172,-10.4951,32.695,18.4702
ant_2709.png,2.76E-02,4.16E-02,-1.17E-02,-1.45E-03,5.599,-14.2243,42.9572,16.9699
ant_2710.png,2.97E-02,3.35E-02,-5.75E-03,2.95E-05,5.0658,-1.6545,10.7805,55.7823
ant_2711.png,2.98E-02,3.59E-02,-2.13E-03,-1.90E-03,2.0758,-0.3936,4.0895,80.716
ant_2712.png,3.13E-02,3.97E-02,1.80E-03,-3.00E-04,-0.584,-0.334,4.3265,93.476
ant_2713.png,2.93E-02,3.76E-02,4.77E-03,1.44E-03,4.6893,-1.2252,9.8591,66.6228
ant_2714.png,2.94E-02,3.38E-02,5.91E-03,1.60E-03,5.1558,-2.0356,12.4234,52.3771
ant_2715.png,2.95E-02,3.38E-02,-9.08E-03,-1.14E-03,5.4425,-5.1512,19.7144,28.5732
ant_2716.png,2.81E-02,3.82E-02,1.19E-02,1.48E-03,5.571,-13.8482,35.4005,9.5548
ant_2717.png,2.89E-02,3.98E-02,1.69E-03,2.12E-03,1.0354,-0.398,4.6502,87.3798
ant_2718.png,2.65E-02,2.58E-02,-1.06E-02,9.92E-04,5.3371,-6.1529,111.648,-57.862
ant_2719.png,2.69E-02,3.81E-02,9.04E-03,3.53E-04,5.5824,-16.6228,49.4465,14.8225
ant_2720.png,2.75E-02,2.78E-02,-4.48E-03,-2.04E-04,5.2837,-4.4193,24.4899,46.0646
ant_2721.png,2.84E-02,2.50E-02,-1.31E-02,9.94E-04,5.3187,-8.7523,48.1275,-38.4276
ant_2722.png,2.83E-02,3.77E-02,-9.56E-03,3.74E-04,5.5373,-8.4513,29.1364,23.1483
ant_2723.png,2.66E-02,3.07E-02,8.78E-03,-1.63E-03,5.467,-14.0521,73.2071,-7.8067
ant_2724.png,2.73E-02,3.51E-02,1.14E-02,-1.84E-03,5.5501,-21.1856,51.7835,-8.732
ant_2725.png,2.87E-02,2.57E-02,-1.19E-03,5.35E-04,3.34,-0.3788,3.513,74.4901
ant_2726.png,2.90E-02,3.56E-02,-1.26E-02,-1.05E-03,5.5207,-9.6436,27.0227,11.4092
ant_2727.png,2.77E-02,2.92E-02,-5.43E-03,-3.00E-04,5.3497,-5.5454,26.2897,38.3599
ant_2728.png,2.78E-02,3.42E-02,6.37E-03,1.32E-03,5.4296,-5.2853,25.2762,38.9289
ant_2729.png,2.73E-02,3.68E-02,2.57E-03,-1.32E-03,4.4137,-0.964,8.9585,74.3305
ant_2730.png,2.53E-02,2.72E-02,-3.64E-03,-1.11E-03,5.2411,-3.7198,41.026,77.2996
ant_2731.png,2.71E-02,2.62E-02,-9.42E-03,-2.89E-04,5.3653,-10.0078,75.4382,-32.0306
ant_2732.png,2.78E-02,3.38E-02,-8.65E-03,-3.38E-04,5.5133,-11.6932,34.46,16.0962
ant_2733.png,2.58E-02,2.95E-02,-8.96E-03,7.40E-04,5.4114,-7.1621,126.0183,-14.7845
ant_2734.png,2.87E-02,2.86E-02,5.62E-03,-1.34E-03,5.2893,-3.7972,18.3284,40.2538
